本文,作者,歌集,年代,雑誌（結社）
晝すぎて電車のなかの梅雨いきれ人うつり飛ぶ蠅の大きさ,斎藤茂吉,あらたま,1916,アララギ
おほほしくさみたれ降るに坂のぼる電車の玻璃に蠅とまりけり,斎藤茂吉,あらたま,1916,アララギ
ひたはしる電車のなかにむらぎもの心は空し蠅の飛ぶおと,斎藤茂吉,あらたま,1916,アララギ
狂院をはやくまかりて我が乘れる午後の電車のひびきてはしる,斎藤茂吉,あらたま,1916,アララギ
,斎藤茂吉,あらたま,1916,アララギ
蜩,斎藤茂吉,あらたま,1916,アララギ
橡の樹も今くれかかる曇日の七月八日ひぐらしは鳴く,斎藤茂吉,あらたま,1916,アララギ
狂院に宿りに來つつうつうつと汗かきをれば蜩鳴けり,斎藤茂吉,あらたま,1916,アララギ
いささかの爲事を終へてこころよし夕餉の蕎麥をあつらへにけり,斎藤茂吉,あらたま,1916,アララギ
土曜日の宿直のこころ獨りゐて煙草をもはら吸へるひととき,斎藤茂吉,あらたま,1916,アララギ
蜩はーとき嗚けり去年ここに聞きけむがごとこゑのかなしき,斎藤茂吉,あらたま,1916,アララギ
卓の下に蚊遣の香を焚きながら人ねむらせむ處方書きたり,斎藤茂吉,あらたま,1916,アララギ
こし方のことをおもひてむらぎもの心騷げどつひに空しき,斎藤茂吉,あらたま,1916,アララギ
ひぐらしはひとつ鳴きしが空も地も暗くなりつつ二たびは鳴かず,斎藤茂吉,あらたま,1916,アララギ
,斎藤茂吉,あらたま,1916,アララギ
折にふれ,斎藤茂吉,あらたま,1916,アララギ
苦しさに叫びあげけむ故人の古りたる寫眞けふ見つるかも　子規忌一首,斎藤茂吉,あらたま,1916,アララギ
眞夏日のけふをつどへる九人つつましくして君をおもへり　左千夫忌四首,斎藤茂吉,あらたま,1916,アララギ
肉太の君の寫眞を目守るとき汗はしとどに出でゐたりけり,斎藤茂吉,あらたま,1916,アララギ
君が愛でし牛の寫眞のいろ褪せて久しくなりぬこのはだら牛,斎藤茂吉,あらたま,1916,アララギ
アララギは寂しけれども守るもの身に病なしうれしとおぼせ,斎藤茂吉,あらたま,1916,アララギ
,斎藤茂吉,あらたま,1916,アララギ
故鄕。瀨上。吾妻山,斎藤茂吉,あらたま,1916,アララギ
ふる鄕に入らむとしつつあかときの板谷峠にみづをのむかな,斎藤茂吉,あらたま,1916,アララギ
みちのくの父にささげむと遙々と藥まもりて我は來にけり,斎藤茂吉,あらたま,1916,アララギ
老いたまふ父のかたはらにめざめたり朝蜩のむらがれるこゑ,斎藤茂吉,あらたま,1916,アララギ
けふ一日我をたより來し村びとの病癒ゆがに藥もりたり,斎藤茂吉,あらたま,1916,アララギ
額よりながれし汗に日に燒けし結城哀草果はわが側に居り,斎藤茂吉,あらたま,1916,アララギ
うらがなしき朝蟬のこゑの透れるをわぎへのさとに聞きにけるかも,斎藤茂吉,あらたま,1916,アララギ
ふるさとの藏の白かべに鳴きそめし蟬も身に沁む晚夏のひかり,斎藤茂吉,あらたま,1916,アララギ
朝じめる瀨上の道をあるき來てあやめの花をかなしみにけり,斎藤茂吉,あらたま,1916,アララギ
山こえて二夜ねむりし瀨上の合歡花のあはれをこの朝つげむ,斎藤茂吉,あらたま,1916,アララギ
霧こむる吾妻やまはらの硫黃湯に門間春雄とこもりゐにけり,斎藤茂吉,あらたま,1916,アララギ
あまつかぜ吹きのまにまに山上の薄なびきて雨はれんとす,斎藤茂吉,あらたま,1916,アララギ
五日ふりし雨はるるらし山腹に迫りながるる吾妻のさ霧,斎藤茂吉,あらたま,1916,アララギ
現身の聲あぐるときたたなはる岩代のかたに山反響すも,斎藤茂吉,あらたま,1916,アララギ
山がひにおきな一人ゐ山刀おひて吾妻の山をみちびきのぼる,斎藤茂吉,あらたま,1916,アララギ
梅干をふふみて見居り山腹におしてせまれる白雲ぞ疾き,斎藤茂吉,あらたま,1916,アララギ
うごきくるさ霧のひまにあしびきの深やま鴉なづみて飛ばず,斎藤茂吉,あらたま,1916,アララギ
おきふせる目下むらやま天つ日の照りてかげろふ時のまを見つ,斎藤茂吉,あらたま,1916,アララギ
あづまねのみねの石はら眞日てれるけだもの糞に蠅ひとつをり,斎藤茂吉,あらたま,1916,アララギ
あづまやまの谿あひくだる硫黃ふく南疾風にむかひてくだる,斎藤茂吉,あらたま,1916,アララギ
いましめて峽をめぐれりまながひのあかはだかなる山に陽の照る,斎藤茂吉,あらたま,1916,アララギ
くたびれて息づき居ればはるばると硫黃を負ひて馬くだるなり,斎藤茂吉,あらたま,1916,アララギ
吾妻峰を狹霧にぬれて登るときつがの木立の枯れしを見たり,斎藤茂吉,あらたま,1916,アララギ
火口よりとほぞきしときあかあかと鋭き山はあらはれにけり,斎藤茂吉,あらたま,1916,アララギ
山をおほひて湧き立つさ霧にわが眼鏡しばしば曇るをぬぐひつつゆく,斎藤茂吉,あらたま,1916,アララギ
吾妻山くだりくだりて聞きつるはふもとの森のひぐらしのこゑ,斎藤茂吉,あらたま,1916,アララギ
雨はげしきに山をくだれり虻が來て我が傘に幾つもひそむなり,斎藤茂吉,あらたま,1916,アララギ
,斎藤茂吉,あらたま,1916,アララギ
寒土,斎藤茂吉,あらたま,1916,アララギ
さけさめて夜半に步めばけたたまし我を追ひ越す電車のともしび,斎藤茂吉,あらたま,1916,アララギ
この日ごろ心は寂しい往くみちかへらふ道のかせは寒しも,斎藤茂吉,あらたま,1916,アララギ
夜おそくひとりし來ればちまた路は氷に乾きたりわれのしはぶき,斎藤茂吉,あらたま,1916,アララギ
よるふけて火事を報ずるひとひとり黑外套をまとひて行けり,斎藤茂吉,あらたま,1916,アララギ
冬さむきちまたの夜はふけにけり人まれに行くおもき靴音,斎藤茂吉,あらたま,1916,アララギ
土ふかくなかるる水のこもり音聞すましつつ夜半に立つかも,斎藤茂吉,あらたま,1916,アララギ
ふゆの夜は冴えふけにけりちまた路の底ひゆひびく水のさびしさ,斎藤茂吉,あらたま,1916,アララギ
さ夜なかに地下水道の音きけば行きとどまらぬさびしさのおと,斎藤茂吉,あらたま,1916,アララギ
この夜半にわれにかなしき土のみづつきつめてわれ物思はざらむ,斎藤茂吉,あらたま,1916,アララギ
音にぶき太鼓をうちて遠火事をふれゆく人にとほりすがへり,斎藤茂吉,あらたま,1916,アララギ
かかる夜にひと怨みむは悲しかりいたき心をひとりまもらむ,斎藤茂吉,あらたま,1916,アララギ
,斎藤茂吉,あらたま,,アララギ
大正六年,斎藤茂吉,あらたま,1917,アララギ
節忌,斎藤茂吉,あらたま,1917,アララギ
二月八日、長塚節三周忌歌會をひらく。會者、百穗、赤彦、千樫、文明、迢空、重、今衞、茂吉等。夜ふけて會はてつ。百穗千樫と三たり靑山どほりを步きてかへる。,斎藤茂吉,あらたま,1917,アララギ
おもかげに立ちくる君も今日今夜おぼろなるかなや時ゆくらむか,斎藤茂吉,あらたま,1917,アララギ
心づまの寫眞を祕めてきさらぎのあかつきがたに死にし君はや,斎藤茂吉,あらたま,1917,アララギ
おもかげに立ちくる君や辛痛しとつひに言ひけむか寒き濱べに,斎藤茂吉,あらたま,1917,アララギ
まをとめをかなしといひて風さむき筑紫の濱に君死しにけり,斎藤茂吉,あらたま,1917,アララギ
こころ凝りていのち生きむと山川を海洋をこえて行きし君はや,斎藤茂吉,あらたま,1917,アララギ
まながひに立ちくる君がおもかげのたまゆらにして消ゆる寂しさ,斎藤茂吉,あらたま,1917,アララギ
山かはのこもりてとよむながれにもかなしきいのち君まもりけむ,斎藤茂吉,あらたま,1917,アララギ
山がひのうつろふ木々のそよぎにも淸し光を君見けむもの,斎藤茂吉,あらたま,1917,アララギ
生きたしとむさぼり思ふな天つ日の落ちなむときに草を染むるを,斎藤茂吉,あらたま,1917,アララギ
しらぬひ筑紫を戀ひて行きしかど濱風さむみ咽に沁みけむ,斎藤茂吉,あらたま,1917,アララギ
息たえて炎に燒けしものながらまもりて歸る汽車のとどろき,斎藤茂吉,あらたま,1917,アララギ
赤き火に燒けのこりたる君の骨はるばる歸る父母の國に,斎藤茂吉,あらたま,1917,アララギ
君の骨箱にはひりて鳥がなく東のくにに埋められにけり,斎藤茂吉,あらたま,1917,アララギ
まなかひに立ちくる君のおもかけの眼つぶらなる現身にあはれ,斎藤茂吉,あらたま,1917,アララギ
息ありてのこれる我等けふつどひ君かかなしきいのち偲びつ,斎藤茂吉,あらたま,1917,アララギ
夜おそく靑山どほりかへり來て解熱のくすり買ふも寂しき,斎藤茂吉,あらたま,1917,アララギ
,斎藤茂吉,あらたま,1917,アララギ
赤彦に酬ゆ,斎藤茂吉,あらたま,1917,アララギ
なまけつつ居りと思ふな明暮をい往き還らひその夜ねむるに,斎藤茂吉,あらたま,1917,アララギ
悲しさを歌ひあげむと思へども茂太を見ればこころ和むに,斎藤茂吉,あらたま,1917,アララギ
昨の夜もねむり足はず戸をあけて霜の白きにおどろきにけり,斎藤茂吉,あらたま,1917,アララギ
無沙汰してかなしけれども落ちゐざるこころをもちてけふも暮るるを,斎藤茂吉,あらたま,1917,アララギ
よるふけて雞なくにいまだ寢ず電車のおともなくなりにけり,斎藤茂吉,あらたま,1917,アララギ
いとまあるわれとおもふないちじろく幽かに人の死にゆくを見つ,斎藤茂吉,あらたま,1917,アララギ
あつぶすまかつぎてぬれどわがこころ疲れやしけむねむりがたしも,斎藤茂吉,あらたま,1917,アララギ
なりはひのしげく生くればあはれなる歌なかりけりとがむるなゆめ,斎藤茂吉,あらたま,1917,アララギ
,斎藤茂吉,あらたま,1917,アララギ
蹄のあと,斎藤茂吉,あらたま,1917,アララギ
もの戀しく電車を待てり塵あげて吹きとほる風のいたく寒しも,斎藤茂吉,あらたま,1917,アララギ
をさなごを心にもちて歸りくる初冬のちまた夕さりにけり,斎藤茂吉,あらたま,1917,アララギ
かわききりたる直士に氷に凝るひとむら雪ををさなごも見よ,斎藤茂吉,あらたま,1917,アララギ
秩父かぜおろしてきたる街上を牛とほり居り見すぐしがたし,斎藤茂吉,あらたま,1917,アララギ
この日ごろ人を厭へりをさなごの頭を見ればこころゆらぐを,斎藤茂吉,あらたま,1917,アララギ
七とせの勤務をやめて街ゆかず獨りこもれば晝さへねむし,斎藤茂吉,あらたま,1917,アララギ
ひさびさに外にいづれば泥こほり蹄のあとも心ひきたり,斎藤茂吉,あらたま,1917,アララギ
をさなごの頰の凍風をあはれみてまた見にぞ來しをさな兩頰,斎藤茂吉,あらたま,1917,アララギ
,斎藤茂吉,あらたま,1917,アララギ
友に,斎藤茂吉,あらたま,1917,アララギ
おこたりて百日あけくれ微かなる儚きこともありと告げなむ,斎藤茂吉,あらたま,1917,アララギ
ひさびさにちまたを行けば塵風の立ちのぼるさへいたいたしかり,斎藤茂吉,あらたま,1917,アララギ
告げやらむ事はありとも食む飯の二食にて足らふこの日頃かなや,斎藤茂吉,あらたま,1917,アララギ
墓原をもとほり見れどものこほしものこほしとふ心にあらず,斎藤茂吉,あらたま,1917,アララギ
をみなさへ孩兒さへや春陽のわたるを見つつ目はかがやくに,斎藤茂吉,あらたま,1917,アララギ
ほそりつつ心ふるふらしこの日ごろ人の來るをおそれてこもる,斎藤茂吉,あらたま,1917,アララギ
うちみ競ふ心もわかず祕かなるかなしみごともなくなりにけり,斎藤茂吉,あらたま,1917,アララギ
街にいでて酒にゑへども何なれや水撒ぐるまにもをののくこのごろ,斎藤茂吉,あらたま,1917,アララギ
,斎藤茂吉,あらたま,1917,アララギ
春光,斎藤茂吉,あらたま,1917,アララギ
春の陽は空よりわたるひとりゐて心寂しめばくらきがごとし,斎藤茂吉,あらたま,1917,アララギ
むらぎものゆらぎ怺へてあたたかき飯食みにけりものもいはなく,斎藤茂吉,あらたま,1917,アララギ
ひむがしの空よりつたふ春の日の白き光にも馴れし寂しさ,斎藤茂吉,あらたま,1917,アララギ
おのづからねむりもよほすひるごもり障子のやれに風ふきひびく,斎藤茂吉,あらたま,1917,アララギ
光る日の嚴くしさにも馴れくれば疑はずけり春の日のぼる,斎藤茂吉,あらたま,1917,アララギ
あらはれむことは悲しもたまきはるいのちのうちに我はいふべし,斎藤茂吉,あらたま,1917,アララギ
萱草を見ればうつくしはつはつに芽ぐみそめたるこの小草あはれ,斎藤茂吉,あらたま,1917,アララギ
,斎藤茂吉,あらたま,1917,アララギ
,斎藤茂吉,あらたま,1917,アララギ
をさなごは眠りてゐたりしまらくはねむれとおもふわがひたごころ,斎藤茂吉,あらたま,1917,アララギ
三月三十日,斎藤茂吉,あらたま,1917,アララギ
もの戀しく家をいでたりしづかなるけふ朝空のひむがし曇る,斎藤茂吉,あらたま,1917,アララギ
赤坂の見付を行きつ目のまへに森こそせまれゆらぐ朝森,斎藤茂吉,あらたま,1917,アララギ
馬なめてとどろとゆかす大王の御行をまもるのびあがりつつ,斎藤茂吉,あらたま,1917,アララギ
病む友の枕べに來ぬよみがへるいきどほろしき心にあらす,斎藤茂吉,あらたま,1917,アララギ
このゆふべ砲工廠のひとすみにくれなゐの旗ひるがへるなり,斎藤茂吉,あらたま,1917,アララギ
,斎藤茂吉,あらたま,1917,アララギ
獨居,斎藤茂吉,あらたま,1917,アララギ
腹ばひになりてもの書く癖つきしこの日ごろわれに人な來りそ,斎藤茂吉,あらたま,1917,アララギ
つくづくと百日こもればいきどほる心も今は起らざるらし,斎藤茂吉,あらたま,1917,アララギ
をさなごの頭を見ればことわりに爭ひかねてかなしかりけり,斎藤茂吉,あらたま,1917,アララギ
七とせの勤務をやめて獨居るわれのこころに嶮しさもなし,斎藤茂吉,あらたま,1917,アララギ
こがらしの吹く音きこゆ兒を守りて寒き衢にわれ行かざらむ,斎藤茂吉,あらたま,1917,アララギ
おのづから顱頂禿げくる寂しさも君に告げなく明けくれにけり,斎藤茂吉,あらたま,1917,アララギ
けふ一日煙草をのまず尊かることせしごとくまなこつぶりぬ,斎藤茂吉,あらたま,1917,アララギ
この日頃ひとり籠りゐ食む飯も二食となりて足らふ寂しさ,斎藤茂吉,あらたま,1917,アララギ
ひろはらの塵をあげくる寒き風玻璃窓に吹きて心いらだたし,斎藤茂吉,あらたま,1917,アララギ
この朝け玻璃戸ひらきてうちわたす墓原見れば木々ぞうごける,斎藤茂吉,あらたま,1917,アララギ
すわり居る吾の周圍におのづから溜まりくるものを除らむともせず,斎藤茂吉,あらたま,1917,アララギ
この日ごろ空しく經つつ戀しかるものを尋ねむ心さへなし,斎藤茂吉,あらたま,1917,アララギ
火曜日の午後のひととき湯を浴みに行かむともふ心おこりぬ,斎藤茂吉,あらたま,1917,アララギ
をさなごの咳のおとを氣にしつつ夜の小床に目をあきてをり,斎藤茂吉,あらたま,1917,アララギ
ひさびさに緣に立ちつつさ庭ベの土をし見ればただ乾きたる,斎藤茂吉,あらたま,1917,アララギ
鳴り傳ふ春いかづちの音さへや心燃えたたむおとにあらずも,斎藤茂吉,あらたま,1917,アララギ
こもりつつ百日を經たりしみじみと十年ぶりの思をあがする,斎藤茂吉,あらたま,1917,アララギ
,斎藤茂吉,あらたま,1917,アララギ
折にふれ,斎藤茂吉,あらたま,1917,アララギ
電燈をひくくおろして讀む文字のかすかになりて疲れけるかも,斎藤茂吉,あらたま,1917,アララギ
むらぎもの心なごみてをさなごの直に遊ぶにまじはりにけり,斎藤茂吉,あらたま,1917,アララギ
このゆふべわがさ庭べに男來て石炭の殼すてて去りたり,斎藤茂吉,あらたま,1917,アララギ
過ぎし日のことをかすかに悔いながら春いまだ寒き墓地をもとほる,斎藤茂吉,あらたま,1917,アララギ
さるすべりの細きはだか木むらだちて墓をめぐれりもとほりくれば,斎藤茂吉,あらたま,1917,アララギ
かりそめに病みつつをれば熱高くわとろへし君をけふもしぬびつ,斎藤茂吉,あらたま,1917,アララギ
,斎藤茂吉,あらたま,1917,アララギ
水穗に與ふ五首,斎藤茂吉,あらたま,1917,アララギ
君がつまのたよりよみつつ熱落ちし君を思へり晝床のへに,斎藤茂吉,あらたま,1917,アララギ
つげてこし文をよみつつおとろへて室あゆみをる君をしぬびつ,斎藤茂吉,あらたま,1917,アララギ
わがそばにいとけなき兒を遊ばせてつくづくと見つ直にあそぶを,斎藤茂吉,あらたま,1917,アララギ
墓地かげより響きくる銃の音さへや心にとめていまぞききける,斎藤茂吉,あらたま,1917,アララギ
このあさけ墓原かげの兵營のいらかひかれり夏來るらし,斎藤茂吉,あらたま,1917,アララギ
墓地に來て椎の落葉を聽くときぞ音のさびしき夏は來むかふ,斎藤茂吉,あらたま,1917,アララギ
夏にいる椎の落葉のおと聽けば時雨に似たる音のさびしさ,斎藤茂吉,あらたま,1917,アララギ
眞日おちていまだあかるき墓はらに靑葉のにほひを我はかなしむ,斎藤茂吉,あらたま,1917,アララギ
さみだれの音たてて降るさ庭ベをわが稚兒に見しむる朝や,斎藤茂吉,あらたま,1917,アララギ
しづかなる夜に入りにけり悲しかるおのが心をひとり目守らむ,斎藤茂吉,あらたま,1917,アララギ
をさなごの音もこそせねかかる夜に罪悔しめる人をおもはむ,斎藤茂吉,あらたま,1917,アララギ
,斎藤茂吉,あらたま,1917,アララギ
初夏,斎藤茂吉,あらたま,1917,アララギ
もの投げてこゑをあげたるをさなごをこころ虛しくわれは見がたし,斎藤茂吉,あらたま,1917,アララギ
ひたぶるにあそぶをさなごの額より汗いでにけり夏は來向ふ,斎藤茂吉,あらたま,1917,アララギ
かりそめの病に籠りをさなごを我がかたはらに遊ばせにけり,斎藤茂吉,あらたま,1917,アララギ
をさなごの去りたるあとに散らばれるものを見つめてしまし我が居り,斎藤茂吉,あらたま,1917,アララギ
目の前の屋根瓦より照りかへす初夏のひかりも心がなしも,斎藤茂吉,あらたま,1917,アララギ
かかる日にひと來ずもがなこもりゐて己心のゆらぎをぞ見む,斎藤茂吉,あらたま,1917,アララギ
をさなごの遊ぶを見ればおのづから疊ねぶりをり何かいひつつ,斎藤茂吉,あらたま,1917,アララギ
うちわたす墓はら中にとりよろふ靑葉のしづけさ朝のひかりに,斎藤茂吉,あらたま,1917,アララギ
朝はやく街にいで來てあわただし毛拔を一つもとめてかへる,斎藤茂吉,あらたま,1917,アララギ
夏ちかき空はかがよふ朝なからいそげる我の額に汗わく,斎藤茂吉,あらたま,1917,アララギ
ものぐるひの診察に手間どりてすでに冷たき朝飯を食む,斎藤茂吉,あらたま,1917,アララギ
かりそめに病みつつ居ればほそほそし女のこゑも沁みにけるかも,斎藤茂吉,あらたま,1917,アララギ
こもらへば裏町どほりの遠近に疊をたたく音のさびしさ,斎藤茂吉,あらたま,1917,アララギ
窓したをののしりあひて通りをる埃あつめぐるま窓にひびけり,斎藤茂吉,あらたま,1917,アララギ
室にてうつうつと空は曇れり風ひけるをさなご守りて外に行かしめず,斎藤茂吉,あらたま,1917,アララギ
墓原のかげよりおこる銃のおとわが向つへの窓にこだます,斎藤茂吉,あらたま,1917,アララギ
診察を今しをはりてあが室のうすくらがりにすわわけるかも,斎藤茂吉,あらたま,1917,アララギ
おのづから心足らはずひたぶるにむづかり泣く子を立ちて見に來し,斎藤茂吉,あらたま,1917,アララギ
さみだれのふる音きこゆうすぐらき室ぬちにゐて心やすらふ,斎藤茂吉,あらたま,1917,アララギ
むらぎもの心くるへるをとこらの湯浴むる響しまし聽き居り,斎藤茂吉,あらたま,1917,アララギ
悔いごころあはあはしかり晝つかた外面みなぎり雨のふるおと,斎藤茂吉,あらたま,1917,アララギ
ものこほしく夕さりにけり歸るらむ徒步兵隊の墓地こゆるみゆ,斎藤茂吉,あらたま,1917,アララギ
,斎藤茂吉,あらたま,1917,アララギ
曇り空,斎藤茂吉,あらたま,1917,アララギ
くもり空にうすき煙の立ちのほる夕かたまけて子の音もせず,斎藤茂吉,あらたま,1917,アララギ
鳳仙花いまだ小さくさみだれのしきふる庭の隅にそよげり,斎藤茂吉,あらたま,1917,アララギ
窓のべにいとけなき子を立たしめてわが向つへの森を見てをり,斎藤茂吉,あらたま,1917,アララギ
心こめし爲事をへつつ眞夏日のかがよふ^みらくしよしも,斎藤茂吉,あらたま,1917,アララギ
うすぐらき病室に來て物言ふ時わが額のへに汗いでにけり,斎藤茂吉,あらたま,1917,アララギ
ひとときの梅雨の晴間にさ庭ベの軍鷄の羽ばたき見てゐるわれは,斎藤茂吉,あらたま,1917,アララギ
硝子ごしむかひに見ゆる栗の木の栗の白花すぎにけるかも,斎藤茂吉,あらたま,1917,アララギ
まむかひの墓原なかにいつしかも白き墓ひとつ見えそめにけり,斎藤茂吉,あらたま,1917,アララギ
,斎藤茂吉,あらたま,1917,アララギ
日暈,斎藤茂吉,あらたま,1917,アララギ
をさなごは疊のうへに立ちて居りこの稱兒は立ちそめにけり,斎藤茂吉,あらたま,1917,アララギ
へやに歸り何もせず居りにはとりの長鳴鳥がきほひ鳴くはや,斎藤茂吉,あらたま,1917,アララギ
知れる人たづねても來ずうすぐもる午後のさ庭に書を干し居か,斎藤茂吉,あらたま,1917,アララギ
いちじろくあらはれし大き日暈はくもりいよいよふかく消につつ,斎藤茂吉,あらたま,1917,アララギ
みなみかせ空吹くなべにあまつ日をめぐりて立てる虹のいろかも,斎藤茂吉,あらたま,1917,アララギ
うすじめる書もちいだしさ庭ベの隅のひかりに書なめて干す,斎藤茂吉,あらたま,1917,アララギ
くもりぞら電柱のいただきにともりたる光は赤く晝すぎにけり,斎藤茂吉,あらたま,1917,アララギ
ひる過ぎて空くもりつつ道のべの電燈あかくわが室ゆ見ゆ,斎藤茂吉,あらたま,1917,アララギ
室にゐて汗あえにつつ古き手紙ふるき葉書を整理し時經し,斎藤茂吉,あらたま,1917,アララギ
病室の亞鉛の屋根を塗りかふる男のうしろをしまし見てをり,斎藤茂吉,あらたま,1917,アララギ
,斎藤茂吉,あらたま,1917,アララギ
漫吟,斎藤茂吉,あらたま,1917,アララギ
汗あえて洋服を著むわづかなる時のひまさへつまを叱れり,斎藤茂吉,あらたま,1917,アララギ
をさなごはつひに步めりさ庭ベの土ふましめてかなしむわれは,斎藤茂吉,あらたま,1917,アララギ
みちのくの病みふす友に書かくとしばし心を落つけにけり,斎藤茂吉,あらたま,1917,アララギ
街に來て人だかりさへ見むは憂し心さびしくなりにけるかも,斎藤茂吉,あらたま,1917,アララギ
墓はらを徒步兵隊の越えゆきてしばらく人の見えぬさびしさ,斎藤茂吉,あらたま,1917,アララギ
こうこうと南風ふく窓のべにをさなご立たせ雞ゆくを見しむ,斎藤茂吉,あらたま,1917,アララギ
目のさき甍のうへを跳ねあゆむ鴉を見れば大きかるかも,斎藤茂吉,あらたま,1917,アララギ
狂院の病室が見ゆつり垂れしひくき電燈にちかよる人がほ,斎藤茂吉,あらたま,1917,アララギ
,斎藤茂吉,あらたま,1917,アララギ
晩夏,斎藤茂吉,あらたま,1917,アララギ
日日にあわただしさのつのりきて晚夏の街をわれは急げり,斎藤茂吉,あらたま,1917,アララギ
むらぎもの心はりつめしましくは幻覺をもつをとこにいす,斎藤茂吉,あらたま,1917,アララギ
馬追は庭に來鳴けり心ぐし溜りし為事いまだはたさず,斎藤茂吉,あらたま,1917,アララギ
さるすべりの木の下かげにをさなごの茂太を率つつ蟻をころせり,斎藤茂吉,あらたま,1917,アララギ
電燈の光とどかぬ宵やみのひくき空より蛾はとびて來つ,斎藤茂吉,あらたま,1917,アララギ
ものさびしく室に居りつつみちのくの溫泉街の弟おもへり,斎藤茂吉,あらたま,1917,アララギ
味噌汁をはこぶ男のうしろより默してわれは病室に入る,斎藤茂吉,あらたま,1917,アララギ
晚夏の月あかき夜に墓地あひの細きとほりを行きて歸るも,斎藤茂吉,あらたま,1917,アララギ
,斎藤茂吉,あらたま,1917,アララギ
日日,斎藤茂吉,あらたま,1917,アララギ
いらだたしもよ朝の電車に乘りあへるひとのことごと罪なきごとし,斎藤茂吉,あらたま,1917,アララギ
晚夏のひかりしみ入れり目のまへの石垣面のしろき大石,斎藤茂吉,あらたま,1917,アララギ
跳ねてこし黑き蛼ひとめみむ時の間もあらめはじきとばせり,斎藤茂吉,あらたま,1917,アララギ
うらさびしき女にあひて手の甲の靜脈まもる朝のひととき,斎藤茂吉,あらたま,1917,アララギ
おもおもと曇りて暑き坂下に竝みてたたずむ鐵はこぶうま,斎藤茂吉,あらたま,1917,アララギ
夜ふけて久しとおもふにわが臥せる室のそと道をとほる人あり,斎藤茂吉,あらたま,1917,アララギ
兵營のねむりの喇叭しとしとと降り居る雨のなかよりきこゆ,斎藤茂吉,あらたま,1917,アララギ
汗ばみて室にすわれりーしきり墓地下とほる電車きこえぬ,斎藤茂吉,あらたま,1917,アララギ
,斎藤茂吉,あらたま,1917,アララギ
停電,斎藤茂吉,あらたま,1917,アララギ
晚夏のひかりしみとほる見附したむきむきに電車停電し居り,斎藤茂吉,あらたま,1917,アララギ
しづかなる午後の日ざかりを行きし牛坂のなかばを今しあゆめる,斎藤茂吉,あらたま,1917,アララギ
夏の日の照りとほりたる街なかをひと往き來れどしづけさあはれ,斎藤茂吉,あらたま,1917,アララギ
午後の陽の照りのしづまり停電の電車は一つ坂うへに見ゆ,斎藤茂吉,あらたま,1917,アララギ
停電の街の日でりを行きもどる撒水ぐるまの音のさびしさ,斎藤茂吉,あらたま,1917,アララギ
,斎藤茂吉,あらたま,1917,アララギ
午後,斎藤茂吉,あらたま,1917,アララギ
診察ををはりて洋服をぬぐひまもむかう病室の音をわがきく,斎藤茂吉,あらたま,1917,アララギ
海山よりとどきしたよりのいくつにも返事せずけふも暮れなむ,斎藤茂吉,あらたま,1917,アララギ
うつうつと暑さいきるる病室の壁にむかひて男もだせり,斎藤茂吉,あらたま,1917,アララギ
はりつめてことに隨はむわがこころ眞夏八十日もつひに過ぎなむ,斎藤茂吉,あらたま,1917,アララギ
寒蟬は鳴きそめにけりなりはひのしげく明けくれて幾日か經たる,斎藤茂吉,あらたま,1917,アララギ
,斎藤茂吉,あらたま,1917,アララギ
馬追,斎藤茂吉,あらたま,1917,アララギ
馬追の來啼ける夜となりけりと人に告げざらむききのさびしさ,斎藤茂吉,あらたま,1917,アララギ
馬追はつひに來啼けりさ庭ベの草むらなかに雨ふるおとす,斎藤茂吉,あらたま,1917,アララギ
いそぎ啼く馬追がねやめざめゐて心さびしめるわれもこそきけ,斎藤茂吉,あらたま,1917,アララギ
あかときはいまだをぐらしさむざむとわがまぢかくに馬追なけり,斎藤茂吉,あらたま,1917,アララギ
あかつきの馬追ききつ悔しみてひとりめざめゐる心ゆらぎに,斎藤茂吉,あらたま,1917,アララギ
このひごろつかれたりけりあかつきの夢さへ恐れてひとり起きいづ,斎藤茂吉,あらたま,1917,アララギ
あわただし明暮夜のめぐりさへ言問はぬかなや靑き馬追,斎藤茂吉,あらたま,1917,アララギ
,斎藤茂吉,あらたま,1917,アララギ
箱根漫吟,斎藤茂吉,あらたま,1917,アララギ
大正六年十月九日、渡邊草童、瀨戸佐太郞二君と小田原に會,斎藤茂吉,あらたま,1917,アララギ
飮す。翌十日ひとり箱根五段に行く。日々浴泉してしづかに,斎藤茂吉,あらたま,1917,アララギ
生を養ふ。廿一日妻東京より來る。廿六日下山。夜に入り東,斎藤茂吉,あらたま,1917,アララギ
京靑山に歸る。折々に詠み棄てたる歌どもをここに錄す。,斎藤茂吉,あらたま,1917,アララギ
ひむがしの海の上の空あかあかとこのやまの峽間に雨みだれふる,斎藤茂吉,あらたま,1917,アララギ
山がはの嶋りのひびきを吾嬬の家さかり來て聞けばするどし,斎藤茂吉,あらたま,1917,アララギ
わが親しみしものぐるひの幾人を心にしぬぶ山をゆきつつ,斎藤茂吉,あらたま,1917,アララギ
いきづめる我が目交にあらはれし鷹の巢山に天つ日照れり,斎藤茂吉,あらたま,1917,アララギ
秋ふけし箱根の山をあゆみつつ水のべ來れば吹く風さむし,斎藤茂吉,あらたま,1917,アララギ
われひとり寂しく聞けり山かげに石切る音がこだまし居るかな,斎藤茂吉,あらたま,1917,アララギ
